,home_team,visitor_team,home_points,visitor_points,winner,favorite,spread,total,cover,over,date,age_diff,sos_diff,srs_diff,off_rtg_diff,def_rtg_diff,net_rtg_diff,pace_diff,fta_per_fga_pct_diff,fg3a_per_fga_pct_diff,ts_pct_diff,efg_pct_diff,tov_pct_diff,orb_pct_diff,ft_rate_diff,opp_efg_pct_diff,opp_tov_pct_diff,drb_pct_diff,opp_ft_rate_diff
15,miamiheat,oklahomacitythunder,97,95,2,OklahomaCity,4,203.5,1,0,1203,2.6,0.05,-5.59,-7.0,-1.2,-5.8,-3.1,-0.01,-0.05,-0.02,-0.02,-0.7,-7.3,-0.02,0.0,0.4,1.8,-0.01
16,torontoraptors,denvernuggets,105,106,-1,Toronto,-10.0,190,0,1,1203,1.6,-0.71,6.89,4.4,-3.7,8.1,-2.8,0.05,0.01,0.02,0.01,-0.9,-1.2,0.04,-0.02,0.1,0.4,-0.01
17,utahjazz,orlandomagic,94,103,-9,Utah,-4.0,192.5,0,1,1203,0.3,0.11,3.52,0.8,-2.9,3.7,-5.0,0.05,0.04,0.01,0.0,1.4,2.8,0.04,-0.02,-0.3,1.2,-0.01
18,memphisgrizzlies,sanantoniospurs,83,103,-20,SanAntonio,3.5,183,0,1,1203,0.2,0.47,-12.42,-4.9,8.8,-13.7,-0.5,0.05,-0.0,-0.04,-0.05,-0.1,2.3,0.03,0.04,1.1,-4.0,0.07
19,portlandtrailblazers,indianapacers,123,111,12,Indiana,2.5,202.5,1,1,1203,-2.6,0.24,-0.64,4.2,5.1,-0.9,-0.6,0.0,0.06,0.01,0.01,-0.3,2.5,-0.0,0.01,-2.2,0.2,0.02
20,sacramentokings,bostonceltics,97,114,-17,Boston,2.5,216.5,0,0,1203,1.4,0.53,-5.16,-0.8,4.8,-5.6,1.5,0.03,-0.03,0.01,0.02,2.1,-1.2,0.01,0.03,-0.6,0.3,-0.03
21,newyorkknicks,brooklynnets,108,91,17,NewYork,-3.5,192.5,1,1,1204,0.3,-0.24,4.38,1.4,-3.3,4.7,-1.8,0.01,0.04,0.0,-0.01,-1.0,-0.4,0.02,-0.05,-2.6,0.1,0.03
22,washingtonwizards,phoenixsuns,109,106,3,Phoenix,2.5,214.5,1,1,1204,1.3,-0.34,5.82,3.1,-3.2,6.3,0.0,-0.01,-0.02,0.02,0.02,-2.1,-4.8,-0.01,-0.01,1.1,0.6,-0.02
23,detroitpistons,milwaukeebucks,102,95,7,Detroit,-6.5,192,1,1,1204,1.5,-0.38,4.41,1.8,-3.2,5.0,0.9,0.02,0.11,-0.01,-0.01,-2.0,2.1,-0.01,-0.01,-1.7,6.2,-0.03
24,atlantahawks,lalakers,100,87,13,Atlanta,-11.0,206.5,1,0,1204,1.7,-0.76,12.41,3.5,-10.2,13.7,1.5,-0.06,0.05,0.04,0.06,1.3,-4.0,-0.04,-0.04,2.8,-0.1,-0.01
25,dallasmavericks,houstonrockets,96,100,-4,Dallas,-5.0,211.5,0,0,1204,2.5,0.15,-0.36,-1.6,-1.1,-0.5,-3.3,-0.09,-0.03,-0.01,-0.01,-2.2,-5.1,-0.03,-0.01,-1.9,3.4,-0.02
26,neworleanspelicans,clevelandcavaliers,114,108,6,Cleveland,4.5,208.5,1,1,1204,-1.5,0.79,-9.01,-5.3,5.0,-10.3,3.5,0.0,-0.07,-0.02,-0.03,-0.4,-3.9,0.01,0.03,0.1,0.3,0.02
27,philadelphia76ers,denvernuggets,105,108,-3,Denver,3,193.5,1,1,1205,-1.4,0.02,-7.11,-6.8,0.3,-7.1,2.2,-0.01,0.05,-0.01,-0.0,1.6,-5.2,-0.03,-0.01,0.9,-3.3,0.02
28,torontoraptors,goldenstatewarriors,109,112,-3,GoldenState,7.5,210,1,1,1205,-1.1,-0.04,-6.3,-4.5,1.4,-5.9,-6.4,0.08,-0.07,-0.04,-0.06,-1.2,1.1,0.06,0.02,0.1,1.7,-0.01
29,chicagobulls,charlottehornets,96,102,-6,Chicago,-5.5,195.5,0,1,1205,1.6,0.37,-3.82,-2.1,2.2,-4.3,0.0,-0.04,-0.1,-0.02,-0.01,0.9,4.5,-0.03,-0.01,-1.8,-4.9,-0.01
30,houstonrockets,sacramentokings,120,113,7,Houston,-3.0,218,1,1,1205,1.2,-0.02,2.66,2.3,-0.3,2.6,-2.4,0.06,0.11,0.01,0.01,0.0,1.8,0.03,-0.01,0.7,-2.1,0.02
31,miamiheat,clevelandcavaliers,99,84,15,Miami,-5.0,188,1,0,1205,0.3,0.41,-3.95,-4.8,-0.1,-4.7,0.3,0.02,-0.13,-0.01,-0.02,0.6,-1.3,0.02,-0.01,-0.5,-0.7,-0.01
32,minnesotatimberwolves,portlandtrailblazers,103,109,-6,Minnesota,-1.5,204,0,1,1205,0.3,0.0,-4.36,-2.3,2.1,-4.4,-0.8,0.06,-0.13,0.0,-0.01,0.7,-1.6,0.06,0.02,1.5,-1.5,-0.03
33,milwaukeebucks,newyorkknicks,106,91,15,NewYork,2.5,188.5,1,1,1205,-3.7,0.2,-1.24,-0.3,1.1,-1.4,0.8,0.02,-0.07,0.01,0.02,1.6,1.2,0.0,0.02,3.7,-2.7,0.02
34,sanantoniospurs,bostonceltics,108,105,3,SanAntonio,-8.5,192,0,1,1205,5.1,0.01,7.44,3.5,-4.6,8.1,-4.7,-0.02,-0.07,0.03,0.04,0.3,-2.1,-0.01,-0.01,-0.5,4.5,-0.05
35,utahjazz,indianapacers,122,119,3,Indiana,2,196,1,1,1205,-2.7,0.14,0.22,1.3,1.0,0.3,-5.6,0.02,0.03,0.0,0.0,0.7,2.5,0.01,0.01,-0.8,1.7,0.01
36,laclippers,orlandomagic,103,101,2,LAClippers,-2.0,198,1,1,1205,5.8,-0.09,5.81,3.2,-3.0,6.2,-0.2,0.09,0.07,0.02,0.02,-0.7,-3.0,0.04,-0.03,0.0,-2.7,0.01
37,memphisgrizzlies,phoenixsuns,95,93,2,Memphis,-5.5,203,0,0,1206,4.5,-0.23,4.18,3.2,-1.2,4.4,-5.2,0.02,-0.08,-0.0,-0.01,-2.9,-0.1,0.03,-0.01,1.7,-2.0,0.01
38,brooklynnets,goldenstatewarriors,98,114,-16,GoldenState,11,209.5,0,1,1206,-0.5,0.62,-17.5,-11.3,7.1,-18.4,-4.1,-0.0,-0.14,-0.07,-0.07,0.1,0.6,-0.01,0.06,0.5,-0.3,-0.03
39,detroitpistons,lalakers,111,91,20,Detroit,-9.0,199.5,1,1,1206,-1.5,-0.82,9.35,4.5,-6.1,10.6,-0.5,0.0,0.01,0.01,0.03,-0.3,3.9,-0.03,-0.02,0.9,4.6,-0.01
40,washingtonwizards,dallasmavericks,104,116,-12,Dallas,2,208,0,1,1206,-3.0,-0.29,-0.48,-1.4,-1.2,-0.2,4.2,-0.0,-0.06,0.0,0.01,1.1,0.0,-0.02,0.01,1.8,1.5,0.02
41,oklahomacitythunder,sacramentokings,98,95,3,OklahomaCity,-11.5,222,0,0,1206,-0.8,-0.35,9.41,7.1,-2.8,9.9,-3.3,-0.0,0.01,0.02,0.01,-0.2,7.2,0.01,-0.04,-2.3,1.1,0.0
42,charlottehornets,detroitpistons,104,84,20,Charlotte,-2.0,198,1,0,1207,1.0,-0.18,1.93,1.0,-1.2,2.2,0.6,-0.02,0.04,0.02,0.01,-0.5,-7.0,0.03,-0.01,0.0,0.5,-0.01
43,philadelphia76ers,sanantoniospurs,68,119,-51,SanAntonio,10.5,190.5,0,0,1207,-7.0,0.67,-20.2,-11.5,10.2,-21.7,4.1,0.02,0.1,-0.04,-0.04,2.4,-2.4,-0.01,0.03,-0.6,-5.1,0.06
44,miamiheat,washingtonwizards,103,114,-11,Miami,-8.0,197.5,0,1,1207,1.1,-0.14,2.0,0.8,-1.4,2.2,-4.9,0.02,-0.06,0.0,-0.0,0.2,3.2,0.02,-0.03,-2.5,0.1,-0.02
45,newyorkknicks,dallasmavericks,97,104,-7,Dallas,0,198,0,1,1207,-3.1,-0.29,-2.72,-2.1,0.6,-2.7,-0.9,-0.01,-0.08,-0.02,-0.02,0.6,3.1,-0.01,-0.02,-2.3,-0.4,0.01
46,torontoraptors,lalakers,102,93,9,Toronto,-11.5,198.5,0,0,1207,-0.2,-1.06,13.0,8.4,-6.4,14.8,-2.7,0.04,-0.0,0.04,0.04,-0.2,1.5,0.03,-0.03,1.1,3.0,-0.0
47,chicagobulls,phoenixsuns,101,103,-2,Chicago,-7.0,204,0,1,1207,1.6,-0.33,4.86,2.8,-2.5,5.3,-2.8,-0.03,-0.06,0.0,0.0,-2.6,-0.9,-0.01,-0.04,-2.8,-2.2,-0.06
48,milwaukeebucks,portlandtrailblazers,90,88,2,Portland,2,199.5,1,0,1207,-0.8,0.05,-4.96,-4.5,0.7,-5.2,-1.8,0.01,-0.14,-0.01,-0.01,1.0,-1.0,0.01,0.01,2.1,-3.1,-0.0
49,minnesotatimberwolves,laclippers,106,110,-4,LAClippers,4,205.5,1,1,1207,-5.1,0.3,-7.51,-1.8,6.3,-8.1,-0.6,0.01,-0.12,-0.01,-0.03,1.8,4.2,0.04,0.04,-0.2,0.9,-0.02
50,neworleanspelicans,bostonceltics,93,111,-18,Boston,1.5,211,0,0,1207,1.4,0.61,-6.4,-1.2,5.9,-7.1,-1.7,-0.01,-0.02,0.01,0.01,0.2,-3.9,-0.01,0.04,-1.9,4.2,-0.01
51,clevelandcavaliers,portlandtrailblazers,105,100,5,Cleveland,-9.0,199.5,0,1,1208,3.8,-0.7,4.47,2.1,-3.5,5.6,-2.7,-0.01,0.02,0.01,0.01,-0.5,-0.8,-0.01,-0.01,0.5,2.3,-0.02
52,indianapacers,goldenstatewarriors,123,131,-8,GoldenState,5.5,215,0,1,1208,-0.5,0.29,-8.76,-9.9,-0.9,-9.0,-2.7,0.02,-0.09,-0.06,-0.07,0.0,-0.1,0.01,0.01,1.7,0.0,-0.0
53,brooklynnets,houstonrockets,110,105,5,Houston,5,206.5,1,1,1208,-0.9,0.1,-7.46,-5.1,2.8,-7.9,-2.4,-0.11,-0.15,-0.03,-0.02,-0.6,-1.6,-0.06,0.02,-1.6,2.9,-0.04
54,memphisgrizzlies,oklahomacitythunder,88,125,-37,OklahomaCity,2,201.5,0,1,1208,4.7,0.3,-9.23,-7.7,2.2,-9.9,-3.4,0.0,-0.05,-0.04,-0.05,-1.7,-5.8,0.0,0.03,3.5,-0.9,0.05
55,denvernuggets,orlandomagic,74,85,-11,Orlando,4,198.5,0,0,1208,0.8,0.35,-1.13,0.5,2.1,-1.6,-0.3,0.05,0.02,-0.0,-0.01,0.4,2.7,0.04,0.0,-1.2,0.8,0.0
56,sacramentokings,utahjazz,114,106,8,Sacramento,-3.0,205.5,1,1,1208,2.4,0.11,-4.16,0.1,4.5,-4.4,9.0,0.01,-0.04,0.01,0.01,0.0,-2.0,0.0,0.03,0.5,-2.8,-0.01
57,bostonceltics,chicagobulls,105,100,5,Boston,-3.5,200,1,1,1209,-2.4,-0.38,4.3,1.8,-2.9,4.7,2.8,0.02,0.05,0.01,0.0,-0.5,0.6,0.02,0.0,3.9,-0.3,0.05
58,charlottehornets,miamiheat,99,81,18,Miami,1,192,1,0,1209,-2.4,-0.22,0.86,1.0,-0.1,1.1,2.1,-0.0,0.13,0.0,-0.01,-1.6,-3.8,0.01,0.01,0.4,2.0,-0.01
59,washingtonwizards,houstonrockets,103,109,-6,Washington,-4.0,214.5,0,0,1209,-0.5,-0.14,-0.84,-3.0,-2.3,-0.7,0.9,-0.09,-0.09,-0.01,-0.01,-1.1,-5.1,-0.05,-0.0,-0.1,4.9,-0.0
60,detroitpistons,memphisgrizzlies,92,93,-1,Detroit,-4.5,194,0,0,1209,-5.5,-0.29,2.57,0.7,-2.3,3.0,1.8,0.0,0.08,-0.0,0.01,-0.1,1.7,-0.03,-0.01,-2.7,4.2,-0.06
61,torontoraptors,sanantoniospurs,97,94,3,SanAntonio,6,187.5,1,1,1209,-4.0,-0.06,-6.2,-0.3,6.2,-6.5,-0.9,0.08,0.06,-0.01,-0.02,-0.1,1.6,0.06,0.02,-1.4,-1.4,0.02
62,milwaukeebucks,laclippers,95,109,-14,LAClippers,5,200,0,1,1209,-6.2,0.35,-8.11,-4.0,4.9,-8.9,-1.6,-0.04,-0.14,-0.02,-0.03,2.1,4.8,-0.01,0.03,0.4,-0.7,-0.0
63,minnesotatimberwolves,lalakers,123,122,1,Minnesota,-7.5,204.5,0,1,1209,-1.9,-0.49,5.54,4.9,-1.5,6.4,-0.4,0.04,-0.09,0.04,0.04,1.4,1.2,0.04,0.0,2.0,0.0,-0.0
64,phoenixsuns,orlandomagic,107,104,3,Phoenix,-4.5,206,0,1,1209,2.1,0.4,-4.64,-2.9,2.2,-5.1,2.5,0.04,0.05,-0.01,-0.01,2.4,2.3,0.03,0.01,-0.3,0.6,0.02
65,utahjazz,newyorkknicks,106,85,21,Utah,-2.5,192.5,1,0,1209,-3.0,0.05,4.58,1.3,-3.7,5.0,-2.4,0.03,0.04,0.01,0.02,1.6,2.2,0.01,0.01,3.0,1.9,0.01
66,dallasmavericks,atlantahawks,95,98,-3,Atlanta,2,201.5,0,0,1209,2.1,0.41,-3.51,1.6,5.6,-4.0,-2.8,0.03,0.0,-0.01,-0.01,-1.8,1.5,0.03,0.02,-1.6,1.6,0.0
67,brooklynnets,philadelphia76ers,100,91,9,Brooklyn,-6.0,199.5,1,0,1210,3.6,-0.07,2.8,4.4,1.7,2.7,-2.7,-0.02,-0.11,0.01,0.01,-1.2,3.5,0.0,0.02,-0.4,1.7,-0.06
68,chicagobulls,laclippers,83,80,3,LAClippers,1.5,203,1,0,1210,-2.1,0.16,-5.59,-3.3,2.7,-6.0,-0.1,-0.08,-0.08,-0.03,-0.04,0.5,4.4,-0.03,0.01,-3.1,1.1,-0.04
69,oklahomacitythunder,atlantahawks,107,94,13,OklahomaCity,-7.5,210,1,0,1210,-2.4,-0.07,3.6,8.0,4.2,3.8,-0.4,0.06,-0.06,0.01,0.01,0.2,12.0,0.04,0.0,-2.7,1.4,0.01
70,sacramentokings,newyorkknicks,99,97,2,Sacramento,-6.0,210,0,0,1210,-0.6,0.16,0.42,1.4,0.8,0.6,6.6,0.04,0.0,0.02,0.03,1.6,0.2,0.01,0.03,3.5,-0.9,-0.0
71,indianapacers,miamiheat,96,83,13,Indiana,-5.0,196.5,1,0,1211,-1.5,0.05,0.12,-1.5,-1.5,0.0,3.0,-0.01,0.05,-0.01,-0.01,0.2,-0.4,-0.01,0.0,2.2,-1.8,0.01
72,orlandomagic,clevelandcavaliers,76,111,-35,Cleveland,3,198,0,0,1211,-4.2,0.49,-7.13,-5.8,2.3,-8.1,2.7,-0.03,-0.1,-0.03,-0.02,0.1,-2.0,-0.02,0.02,1.2,-2.0,0.01
73,philadelphia76ers,detroitpistons,95,107,-12,Detroit,9,193,0,1,1211,-1.7,0.49,-10.35,-7.3,3.7,-11.0,2.8,-0.03,0.02,-0.0,-0.0,2.6,-6.4,-0.01,0.01,1.0,-5.3,0.04
74,bostonceltics,goldenstatewarriors,119,124,-5,GoldenState,5,214.5,1,1,1211,-2.2,0.01,-7.54,-7.7,-0.2,-7.5,-0.8,0.01,-0.07,-0.06,-0.07,-1.4,1.6,0.02,0.01,2.0,-1.4,0.02
75,torontoraptors,milwaukeebucks,90,83,7,Toronto,-7.5,191.5,0,0,1211,2.8,-0.62,8.06,5.7,-3.5,9.2,-1.3,0.05,0.1,0.01,0.01,-1.9,-0.3,0.05,-0.01,-1.5,4.6,-0.02
76,memphisgrizzlies,charlottehornets,99,123,-24,Memphis,-2.0,193,0,1,1211,4.5,0.47,-4.5,-1.7,3.5,-5.2,-2.4,0.01,-0.13,-0.02,-0.03,0.6,5.3,0.01,0.02,2.7,-4.7,0.06
77,neworleanspelicans,washingtonwizards,107,105,2,NewOrleans,-3.5,211,0,1,1211,-0.7,0.24,-3.06,0.3,3.7,-3.4,-1.7,-0.0,-0.01,-0.01,-0.01,-0.8,0.6,0.01,0.01,-1.9,1.1,0.01
78,denvernuggets,minnesotatimberwolves,111,108,3,Minnesota,0,202,1,1,1211,0.1,0.14,0.57,-0.9,-1.2,0.3,0.5,-0.05,0.07,-0.02,-0.01,-0.7,1.5,-0.05,-0.01,-1.0,2.6,0.02
79,utahjazz,oklahomacitythunder,90,94,-4,OklahomaCity,3.5,204,0,0,1211,-1.6,0.24,-5.25,-7.2,-1.7,-5.5,-5.7,-0.01,0.02,-0.03,-0.02,0.2,-5.2,-0.01,0.01,1.8,1.7,0.01
80,phoenixsuns,portlandtrailblazers,96,106,-10,Phoenix,-4.0,209.5,0,0,1211,1.7,0.19,-7.3,-6.6,1.0,-7.6,2.5,0.0,-0.03,-0.02,-0.02,2.0,-0.5,0.0,0.02,1.4,0.9,0.01
81,sanantoniospurs,lalakers,109,87,22,SanAntonio,-15.5,194,1,1,1211,3.8,-1.0,19.2,8.7,-12.6,21.3,-1.8,-0.05,-0.07,0.06,0.07,-0.1,-0.1,-0.03,-0.05,2.5,4.4,-0.02
82,brooklynnets,laclippers,100,105,-5,LAClippers,6.5,206,1,0,1212,-2.8,0.39,-11.25,-5.1,7.1,-12.2,-0.6,-0.07,-0.11,-0.03,-0.03,1.5,4.0,-0.03,0.05,-0.7,1.9,-0.05
83,charlottehornets,bostonceltics,93,98,-5,Charlotte,-3.0,202.5,0,0,1212,0.8,0.01,-0.48,0.3,0.7,-0.4,-2.8,0.02,0.06,0.01,0.01,-0.4,-5.1,0.01,0.01,-2.1,5.2,-0.04
84,detroitpistons,indianapacers,118,96,22,Detroit,-1.0,204,1,1,1212,-1.9,-0.09,-1.19,1.5,2.6,-1.1,-1.5,0.03,0.03,-0.01,-0.01,-1.3,3.6,-0.01,0.01,-1.8,3.3,-0.01
85,atlantahawks,sanantoniospurs,78,103,-25,SanAntonio,3,190.5,0,0,1212,-2.1,0.24,-6.79,-5.2,2.4,-7.6,3.3,-0.01,0.11,-0.01,-0.01,1.4,-3.9,-0.01,0.0,0.3,-4.5,0.01
86,chicagobulls,neworleanspelicans,98,94,4,Chicago,-7.0,202,0,0,1212,1.0,-0.23,2.1,-0.6,-3.0,2.4,-1.1,-0.02,-0.03,-0.01,-0.01,0.3,3.3,-0.01,-0.04,-2.0,-3.9,-0.04
87,houstonrockets,lalakers,126,97,29,Houston,-11.5,212.5,1,1,1212,1.3,-0.5,9.26,6.7,-3.5,10.2,2.0,0.06,0.08,0.04,0.06,1.7,2.6,0.02,-0.01,3.1,-1.9,0.02
88,dallasmavericks,washingtonwizards,111,114,-3,Dallas,-6.5,205,0,1,1212,3.0,0.29,0.48,1.4,1.2,0.2,-4.2,0.0,0.06,0.0,-0.01,-1.1,0.0,0.02,-0.01,-1.8,-1.5,-0.02
89,milwaukeebucks,goldenstatewarriors,108,95,13,GoldenState,9.5,206.5,1,0,1212,-3.9,0.58,-14.36,-10.2,4.9,-15.1,-5.1,0.03,-0.17,-0.06,-0.06,0.7,1.4,0.02,0.03,1.6,-2.9,0.01
90,portlandtrailblazers,newyorkknicks,110,112,-2,Portland,-3.5,198,0,1,1212,-2.9,0.15,3.72,4.2,0.4,3.8,2.6,0.01,0.08,0.02,0.03,0.6,2.2,-0.0,0.02,1.6,0.4,0.02
91,phoenixsuns,minnesotatimberwolves,108,101,7,Phoenix,-5.0,209.5,1,0,1213,1.4,0.19,-2.94,-4.3,-1.1,-3.2,3.3,-0.06,0.1,-0.02,-0.01,1.3,1.1,-0.06,-0.0,-0.1,2.4,0.04
92,miamiheat,memphisgrizzlies,100,97,3,Miami,-2.5,189,1,1,1213,-2.1,-0.25,3.64,0.7,-3.4,4.1,0.3,-0.01,-0.0,0.02,0.03,1.0,-1.5,-0.02,-0.03,-3.1,2.7,-0.06
93,torontoraptors,philadelphia76ers,96,76,20,Toronto,-11.5,192.5,1,0,1213,3.0,-0.73,14.0,11.2,-4.0,15.2,-5.0,0.06,-0.04,0.03,0.02,-2.5,4.0,0.07,-0.01,-0.8,3.7,-0.04
94,oklahomacitythunder,utahjazz,104,98,6,OklahomaCity,-9.0,203,0,0,1213,1.6,-0.24,5.25,7.2,1.7,5.5,5.7,0.01,-0.02,0.03,0.02,-0.2,5.2,0.01,-0.01,-1.8,-1.7,-0.01
95,indianapacers,torontoraptors,106,90,16,Indiana,-4.5,199.5,1,0,1214,0.6,0.33,-2.46,-5.4,-2.3,-3.1,3.7,-0.06,-0.02,-0.02,-0.01,1.2,-1.2,-0.05,-0.01,1.6,-1.7,0.0
96,brooklynnets,orlandomagic,82,105,-23,Orlando,3.5,197.5,0,0,1214,3.0,0.3,-5.44,-1.9,4.1,-6.0,-0.8,0.01,-0.04,-0.01,-0.01,0.8,1.0,0.01,0.02,-0.7,-0.8,-0.04
97,detroitpistons,laclippers,103,105,-2,LAClippers,2,205,1,1,1214,-4.7,-0.03,-3.7,-2.2,1.7,-3.9,-0.7,-0.02,-0.02,-0.03,-0.03,0.1,6.9,-0.02,0.02,-1.3,5.5,-0.03
98,atlantahawks,miamiheat,88,100,-12,Atlanta,-6.0,192.5,0,0,1214,-0.2,0.02,1.99,-1.0,-3.0,2.0,3.5,-0.04,0.12,0.01,0.01,0.5,-4.7,-0.03,-0.01,2.3,-3.2,-0.0
99,chicagobulls,philadelphia76ers,115,96,19,Chicago,-13.5,195,1,1,1214,4.3,-0.3,8.46,6.2,-2.7,8.9,-2.2,-0.03,-0.08,0.01,0.0,-2.2,3.9,0.0,-0.03,-2.8,0.9,-0.06
100,memphisgrizzlies,washingtonwizards,112,95,17,Memphis,-3.0,201,1,1,1214,3.2,0.11,-1.64,0.1,2.0,-1.9,-5.2,0.03,-0.06,-0.02,-0.03,-0.8,4.7,0.04,0.0,0.6,-2.6,0.03
101,dallasmavericks,phoenixsuns,104,94,10,Dallas,-4.0,208,1,0,1214,4.3,-0.05,6.3,4.5,-2.0,6.5,-4.2,-0.01,0.04,0.02,0.01,-3.2,-4.8,0.01,-0.02,-0.7,-0.9,-0.04
102,sanantoniospurs,utahjazz,118,81,37,SanAntonio,-12.5,186,1,1,1214,6.1,-0.41,8.44,4.4,-4.9,9.3,2.8,-0.04,-0.07,0.02,0.03,-1.8,-2.9,-0.02,-0.02,0.6,1.4,-0.03
103,denvernuggets,houstonrockets,114,108,6,Houston,4.5,209.5,1,1,1214,-3.1,0.15,-3.15,-2.7,0.8,-3.5,-1.9,-0.07,-0.09,-0.02,-0.03,-1.0,0.1,-0.03,-0.0,-2.1,4.5,-0.0
104,portlandtrailblazers,neworleanspelicans,105,101,4,Portland,-3.0,211,1,0,1214,-2.3,-0.09,4.54,3.2,-1.5,4.7,-0.8,0.01,0.06,0.01,0.01,0.9,4.7,0.0,-0.02,-0.6,-2.6,0.0
105,bostonceltics,clevelandcavaliers,77,89,-12,Cleveland,1,202,0,0,1215,-2.9,0.18,-2.61,-4.1,-0.9,-3.2,5.2,0.01,-0.06,-0.03,-0.04,-0.6,0.0,0.01,-0.01,2.0,-3.9,0.03
106,minnesotatimberwolves,denvernuggets,100,112,-12,Minnesota,-6.0,202.5,0,1,1215,-0.1,-0.14,-0.57,0.9,1.2,-0.3,-0.5,0.05,-0.07,0.02,0.01,0.7,-1.5,0.05,0.01,1.0,-2.6,-0.02
107,sacramentokings,houstonrockets,107,97,10,Sacramento,-2.5,222,1,0,1215,-1.2,0.02,-2.66,-2.3,0.3,-2.6,2.4,-0.06,-0.11,-0.01,-0.01,0.0,-1.8,-0.03,0.01,-0.7,2.1,-0.02
