29.2,-0.67,9.41,112.4,102.9,+9.5,105.1,.271,.428,.583,.552,12.9,20.7,.201,.489,12.0,81.6,.178
27.4,0.21,6.66,113.9,107.6,+6.3,101.5,.295,.375,.577,.535,12.6,23.5,.233,.506,12.2,77.6,.206
29.5,0.49,6.28,112.0,106.3,+5.7,100.9,.276,.358,.573,.542,13.3,24.5,.201,.515,14.1,78.8,.205
26.6,-0.26,5.97,111.1,105.0,+6.1,100.9,.264,.421,.574,.536,13.1,21.3,.210,.502,14.6,76.7,.202
25.3,-0.47,5.83,113.3,107.0,+6.3,99.5,.259,.386,.570,.531,12.2,23.9,.207,.509,13.5,77.4,.215
26.1,-0.07,4.87,116.7,111.7,+5.0,99.3,.264,.457,.581,.545,11.2,23.2,.206,.525,10.6,77.7,.175
29.2,0.17,3.13,112.9,110.1,+2.8,103.7,.288,.501,.578,.537,12.6,21.0,.228,.529,13.7,75.6,.197
25.9,-0.35,2.59,112.5,109.5,+3.0,98.3,.299,.419,.587,.547,13.5,20.3,.234,.523,12.6,79.5,.213
27.3,0.05,2.52,112.3,109.9,+2.4,98.6,.268,.414,.585,.549,13.7,21.6,.208,.518,11.1,78.9,.185
25.6,0.24,2.35,113.1,111.0,+2.1,97.1,.235,.344,.567,.535,12.3,24.8,.183,.533,12.9,76.8,.198
25.5,0.34,2.33,110.8,108.8,+2.0,98.8,.290,.353,.573,.530,12.4,19.3,.231,.518,12.6,76.8,.173
26.3,-0.13,2.25,111.3,109.0,+2.3,99.0,.255,.360,.566,.534,12.7,23.9,.193,.523,12.5,80.3,.214
25.6,-0.33,1.63,110.0,108.0,+2.0,98.9,.216,.317,.565,.534,12.0,20.0,.170,.511,13.0,76.7,.192
24.6,0.35,0.56,111.7,111.4,+0.3,101.3,.271,.361,.576,.532,13.0,22.2,.226,.539,13.7,78.8,.221
25.4,0.74,-0.55,110.7,111.9,-1.2,103.7,.256,.403,.568,.539,13.9,24.2,.186,.532,12.4,77.8,.212
27.5,0.54,-0.61,113.7,114.8,-1.1,100.7,.242,.374,.570,.533,11.2,22.4,.194,.530,11.2,75.3,.208
27.6,0.46,-0.65,112.4,113.5,-1.1,100.5,.262,.318,.572,.531,11.2,20.1,.212,.542,11.7,79.2,.193
24.1,0.16,-0.91,109.2,110.3,-1.1,102.8,.240,.346,.561,.528,13.2,23.0,.183,.521,12.7,77.8,.217
26.1,0.09,-0.93,108.5,109.5,-1.0,98.6,.256,.364,.544,.506,11.5,22.3,.198,.535,13.2,79.1,.176
26.3,-0.44,-1.01,108.9,109.5,-0.6,101.4,.267,.423,.554,.520,13.1,23.2,.199,.511,11.0,77.8,.187
27.0,0.46,-1.59,110.2,112.2,-2.0,98.9,.230,.395,.566,.534,13.0,21.9,.177,.543,13.6,78.4,.225
24.4,-0.93,-4.00,106.7,109.8,-3.1,99.7,.231,.396,.547,.515,13.7,22.8,.175,.546,16.3,75.6,.239
24.8,0.28,-4.02,108.1,112.2,-4.1,103.4,.277,.433,.551,.514,13.0,22.1,.209,.541,13.2,77.2,.218
25.9,-0.82,-4.38,109.0,112.7,-3.7,97.6,.261,.381,.561,.529,13.8,22.6,.194,.541,12.7,75.9,.186
25.1,-0.57,-5.24,110.9,115.5,-4.6,102.7,.270,.358,.562,.523,12.2,22.2,.213,.558,13.9,75.3,.231
24.5,-0.26,-6.72,106.5,113.0,-6.5,98.6,.263,.318,.531,.501,12.6,25.8,.182,.541,12.4,78.3,.224
24.3,-0.28,-7.03,106.3,113.3,-7.0,95.8,.252,.399,.539,.504,13.3,23.9,.188,.546,13.1,74.4,.159
24.1,0.27,-7.71,107.2,114.8,-7.6,103.0,.258,.398,.554,.515,13.8,21.6,.204,.543,12.7,74.9,.233
25.0,0.12,-7.77,107.5,115.4,-7.9,98.7,.227,.362,.553,.522,14.6,24.6,.172,.560,11.7,77.4,.164
24.4,0.59,-8.12,105.2,113.8,-8.6,100.3,.264,.355,.540,.497,13.2,21.5,.212,.553,13.7,76.4,.193
