26.6,-0.25,8.68,112.4,102.4,+10.0,88.7,.312,.259,.560,.519,12.5,27.7,.236,.468,13.5,74.6,.226
27.8,-0.07,7.44,110.5,102.3,+8.2,90.4,.328,.214,.571,.528,15.0,27.9,.251,.470,14.0,75.6,.253
27.4,-0.55,7.11,112.8,104.7,+8.1,94.3,.299,.217,.555,.513,12.3,29.4,.230,.490,14.2,73.0,.213
27.3,-0.21,6.48,109.2,101.9,+7.3,92.3,.351,.335,.559,.520,13.4,24.0,.251,.465,12.3,75.9,.209
24.0,-0.35,5.00,113.9,107.8,+6.1,86.6,.306,.239,.553,.511,12.5,32.6,.234,.499,13.2,75.0,.227
27.9,-0.27,3.73,108.4,104.0,+4.4,90.2,.292,.254,.548,.501,13.6,26.4,.235,.479,11.9,75.3,.192
30.4,-0.40,3.36,108.5,104.3,+4.2,88.4,.251,.248,.548,.513,11.7,22.1,.191,.487,11.7,78.0,.191
27.7,-0.29,3.13,110.4,106.8,+3.6,94.3,.382,.227,.563,.512,14.2,27.5,.290,.485,14.1,71.7,.259
25.5,-0.34,2.31,110.1,107.3,+2.8,93.1,.355,.169,.554,.504,13.6,28.2,.274,.505,15.0,72.7,.262
25.8,0.13,1.70,109.3,107.6,+1.7,89.6,.323,.253,.546,.504,12.5,26.0,.238,.494,13.2,71.6,.210
29.0,-0.30,1.68,110.5,108.4,+2.1,91.5,.274,.241,.550,.504,12.1,26.6,.224,.493,12.3,74.6,.225
29.5,-0.31,1.62,113.6,111.6,+2.0,96.0,.336,.216,.584,.545,14.4,27.7,.250,.511,12.8,71.7,.233
28.2,-0.14,1.41,108.7,107.0,+1.7,87.8,.288,.240,.548,.501,12.5,24.6,.232,.496,13.2,74.9,.230
25.6,0.23,0.49,107.8,107.6,+0.2,89.9,.282,.245,.540,.500,12.1,24.6,.212,.501,14.5,72.9,.251
26.1,0.09,0.16,107.9,107.8,+0.1,90.0,.339,.164,.532,.485,13.4,31.3,.253,.507,14.9,71.4,.216
24.9,0.12,-0.16,108.4,108.7,-0.3,93.1,.300,.189,.541,.493,13.3,28.0,.239,.493,13.1,70.9,.238
28.2,0.13,-0.36,107.4,108.0,-0.6,86.7,.282,.165,.524,.483,11.7,27.9,.212,.485,11.7,74.0,.248
26.5,0.35,-0.76,108.1,109.2,-1.1,96.5,.267,.244,.545,.501,13.1,25.4,.215,.499,12.7,74.5,.271
26.3,0.21,-0.88,106.7,107.9,-1.2,92.6,.306,.208,.531,.483,13.1,27.8,.239,.503,15.6,74.0,.315
25.8,0.07,-1.20,104.7,106.1,-1.4,88.3,.312,.213,.536,.494,15.1,27.7,.231,.498,14.4,73.0,.229
25.7,0.13,-2.31,108.3,111.0,-2.7,89.9,.303,.265,.543,.497,12.7,25.2,.236,.509,13.0,73.5,.272
25.7,0.28,-2.33,108.1,110.8,-2.7,96.7,.268,.322,.544,.503,12.9,24.4,.210,.520,13.0,72.7,.215
27.0,0.28,-2.54,107.0,110.0,-3.0,92.0,.279,.193,.542,.494,12.8,24.0,.230,.511,12.6,73.7,.202
25.0,-0.06,-3.80,109.5,113.3,-3.8,98.2,.339,.209,.549,.497,12.9,26.1,.268,.508,12.9,68.1,.251
25.4,0.18,-4.74,106.1,111.4,-5.3,91.6,.289,.227,.526,.481,13.3,27.7,.222,.515,12.0,75.0,.254
23.3,0.24,-5.23,103.5,109.5,-6.0,90.1,.329,.175,.533,.486,14.8,25.8,.249,.515,14.1,73.5,.247
24.5,0.06,-6.04,102.9,109.4,-6.5,93.6,.308,.141,.521,.471,14.8,28.6,.242,.514,13.0,73.9,.216
26.9,0.48,-6.98,105.4,113.6,-8.2,91.0,.293,.180,.524,.480,13.2,27.7,.224,.533,13.3,71.4,.227
26.6,0.30,-8.47,102.3,111.7,-9.4,92.1,.275,.226,.520,.481,14.0,25.1,.202,.512,12.4,71.2,.227
26.3,0.16,-8.60,105.5,114.7,-9.2,94.2,.315,.238,.542,.491,14.3,24.5,.252,.526,13.0,69.9,.269
