27.9,-0.37,7.12,111.4,103.3,+8.1,92.0,.340,.350,.573,.536,13.6,24.6,.246,.477,12.2,77.4,.205
28.0,-0.36,6.17,111.2,104.1,+7.1,91.4,.341,.248,.570,.532,13.4,25.1,.246,.482,12.3,77.2,.218
25.6,-0.01,5.33,110.7,105.0,+5.7,93.8,.340,.184,.565,.524,14.2,26.8,.252,.492,14.2,75.6,.269
28.7,-0.02,5.07,110.0,104.5,+5.5,91.7,.296,.232,.552,.515,12.9,26.8,.219,.483,12.1,76.3,.214
28.4,0.06,4.78,108.8,103.7,+5.1,92.8,.289,.227,.538,.496,12.4,27.6,.221,.484,13.2,74.4,.195
28.5,-0.23,4.67,115.3,110.2,+5.1,95.3,.312,.261,.585,.546,13.6,27.6,.240,.491,11.6,70.8,.224
26.5,-0.22,4.44,111.9,106.7,+5.2,90.1,.281,.214,.545,.506,11.4,28.2,.213,.496,13.2,72.7,.208
27.7,0.06,4.15,111.8,107.5,+4.3,94.8,.376,.227,.561,.509,12.7,26.1,.290,.495,13.8,72.4,.251
23.2,0.06,3.55,108.3,104.6,+3.7,93.1,.333,.185,.547,.494,13.9,28.6,.268,.483,14.0,73.6,.229
29.4,-0.29,3.37,107.7,103.8,+3.9,91.6,.332,.228,.564,.522,14.5,22.8,.248,.487,14.9,73.8,.251
26.6,-0.13,3.18,110.8,107.1,+3.7,87.7,.315,.215,.547,.499,12.1,28.2,.249,.502,13.3,74.8,.219
30.7,-0.06,2.66,109.2,106.3,+2.9,92.5,.277,.222,.552,.506,12.3,24.3,.226,.495,13.6,73.7,.206
27.1,-0.29,1.99,106.6,104.1,+2.5,89.6,.296,.219,.537,.496,12.8,26.1,.223,.480,13.9,74.9,.246
26.4,-0.32,1.37,104.9,103.1,+1.8,91.7,.239,.259,.518,.482,12.3,26.2,.181,.486,14.6,76.4,.266
27.4,-0.17,1.30,104.4,102.8,+1.6,90.4,.346,.211,.538,.490,15.1,26.5,.260,.491,14.7,74.2,.194
26.0,0.35,-0.02,107.6,108.0,-0.4,94.0,.292,.265,.537,.494,13.2,26.9,.225,.511,13.6,73.8,.215
24.1,0.13,-1.39,108.3,109.9,-1.6,93.6,.320,.148,.536,.494,13.7,31.3,.235,.520,13.2,73.3,.205
26.2,0.00,-1.64,103.5,105.3,-1.8,93.1,.287,.156,.520,.477,13.3,26.6,.217,.484,12.3,74.8,.212
25.2,-0.05,-1.83,111.3,113.2,-1.9,93.1,.319,.211,.564,.521,12.7,24.7,.244,.513,11.8,72.9,.247
27.5,0.19,-2.27,107.4,110.1,-2.7,92.6,.243,.230,.543,.506,12.7,24.8,.189,.523,13.5,73.8,.205
26.6,-0.10,-3.11,103.7,106.8,-3.1,97.1,.296,.278,.536,.491,13.8,21.6,.229,.490,13.4,73.0,.258
25.1,0.32,-3.28,108.1,111.7,-3.6,100.4,.294,.238,.557,.514,13.1,20.9,.230,.525,15.1,68.5,.260
25.4,-0.03,-3.93,106.1,110.3,-4.2,91.6,.270,.206,.534,.496,13.7,27.6,.204,.518,13.8,73.2,.231
25.4,-0.19,-4.01,107.6,111.6,-4.0,94.0,.256,.312,.547,.509,13.0,23.5,.200,.526,13.3,72.1,.207
24.1,0.30,-4.06,105.3,109.9,-4.6,94.0,.286,.201,.528,.491,13.6,27.8,.207,.505,12.6,73.5,.244
27.6,0.06,-4.72,104.2,109.4,-5.2,91.6,.283,.183,.524,.481,13.9,27.6,.216,.502,12.8,72.4,.239
26.7,0.09,-5.02,105.6,111.4,-5.8,88.5,.303,.180,.515,.474,12.8,30.3,.220,.526,14.2,73.4,.264
27.3,0.34,-6.01,103.3,110.1,-6.8,92.6,.283,.221,.529,.491,14.8,27.1,.206,.509,12.2,74.0,.214
24.8,0.19,-8.93,100.6,110.5,-9.9,91.4,.307,.181,.509,.458,13.7,25.1,.240,.517,13.3,71.8,.229
24.1,0.54,-9.06,101.7,111.6,-9.9,96.1,.278,.171,.518,.478,14.6,26.7,.207,.525,13.0,73.6,.220
